Drug A,Drug B,Drug A Inchikey,Drug B Inchikey,Drug Pair
mitomycin c,ticagrelor,NWIBSHFKIJFRCO-WUDYKRTCSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'OEKWJQXRCDYSHL-FNOIDJSQSA-N')"
lincomycin,mitomycin c,OJMMVQQUTAEWLP-KIDUDLJLSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
bleomycin,mitomycin c,OYVAGSVQBOHSSS-WXFSZRTFSA-O,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
hexestrol,mitomycin c,PBBGSZCBWVPOOL-HDICACEKSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'PBBGSZCBWVPOOL-HDICACEKSA-N')"
cefaclor,mitomycin c,QYIYFLOTGYLRGG-GPCCPHFNSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
nonactin,mitomycin c,RMIXHJPMNBXMBU-QIIXEHPYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RMIXHJPMNBXMBU-QIIXEHPYSA-N')"
puromycin,mitomycin c,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
caffeine,mitomycin c,RYYVLZVUVIJVGH-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
cefsulodin,mitomycin c,SYLKGLMBLAAGSC-QLVMHMETSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
linezolid,mitomycin c,TYZROVQLWOKYKF-ZDUSSCGKSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
mitomycin c,streptomycin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
cccp,mitomycin c,UGTJLJZQQFGTJD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
erythromycin,mitomycin c,ULGZDMOVFRHVEP-RWJQBGPGSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
mitomycin c,spectinomycin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
oxacillin,mitomycin c,UWYHMGVUTGAWSP-JKIFEVAISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
metronidazole,mitomycin c,VAOCPAMSLUNLGC-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
mitomycin c,curcumin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
estradiol,mitomycin c,VOXZDWNPVJITMN-ZBRFXRBCSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VOXZDWNPVJITMN-ZBRFXRBCSA-N')"
benzalkonium,mitomycin c,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
clofazimine,mitomycin c,WDQPAMHFFCXSNU-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WDQPAMHFFCXSNU-UHFFFAOYSA-N')"
chloramphenicol,mitomycin c,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
egcg,mitomycin c,WMBWREPUVVBILR-WIYYLYMNSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
sulfamonomethoxine,mitomycin c,WMPXPUYPYQKQCX-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')"
minocycline,mitomycin c,WTJXVDPDEQKTCV-VQAITOIOSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
aztreonam,mitomycin c,WZPBZJONDBGPKJ-VEHQQRBSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
mitomycin c,tedizolid,NWIBSHFKIJFRCO-WUDYKRTCSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
mitomycin c,berberine,NWIBSHFKIJFRCO-WUDYKRTCSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
mitomycin c,tolfenamic,NWIBSHFKIJFRCO-WUDYKRTCSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
mitomycin c,novobiocin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
mitomycin c,colistin,NWIBSHFKIJFRCO-WUDYKRTCSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
fosfomycin,mitomycin c,YMDXZJFXQJVXBF-STHAYSLISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
pyocyanin,mitomycin c,YNCMLFHHXWETLD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cephalexin,mitomycin c,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
imipenem,mitomycin c,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
nitrofurantoin,ticagrelor,NXFQHRVNIOXGAQ-YCRREMRBSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'OEKWJQXRCDYSHL-FNOIDJSQSA-N')"
lincomycin,nitrofurantoin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
nitrofurantoin,bleomycin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
linezolid,nitrofurantoin,TYZROVQLWOKYKF-ZDUSSCGKSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
erythromycin,nitrofurantoin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
spectinomycin,nitrofurantoin,UNFWWIHTNXNPBV-WXKVUWSESA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
nitrofurantoin,oxacillin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
nitrofurantoin,oritavancin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,VHFGEBVPHAGQPI-LXKZPTCJSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'VHFGEBVPHAGQPI-LXKZPTCJSA-N')"
chloramphenicol,nitrofurantoin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
polymyxin b,nitrofurantoin,WQVJHHACXVLGBL-BPJDFBQWSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
nitrofurantoin,minocycline,NXFQHRVNIOXGAQ-YCRREMRBSA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
nitrofurantoin,aztreonam,NXFQHRVNIOXGAQ-YCRREMRBSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
nitrofurantoin,tedizolid,NXFQHRVNIOXGAQ-YCRREMRBSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
nitrofurantoin,metformin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
nitrofurantoin,berberine,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
novobiocin,nitrofurantoin,YJQPYGGHQPGBLI-KGSXXDOSSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,nitrofurantoin,YMDXZJFXQJVXBF-STHAYSLISA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
nitrofurantoin,pyocyanin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cephalexin,nitrofurantoin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
nitrofurantoin,streptozotocin,NXFQHRVNIOXGAQ-YCRREMRBSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
nitrofurantoin,imipenem,NXFQHRVNIOXGAQ-YCRREMRBSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
lincomycin,ticagrelor,OJMMVQQUTAEWLP-KIDUDLJLSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
streptomycin,ticagrelor,UCSJYZPVAKXKNQ-HZYVHMACSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
oxacillin,ticagrelor,UWYHMGVUTGAWSP-JKIFEVAISA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
metronidazole,ticagrelor,VAOCPAMSLUNLGC-UHFFFAOYSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
benzalkonium,ticagrelor,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,ticagrelor,WIIZWVCIJKGZOK-RKDXNWHRSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
ticagrelor,triclosan,OEKWJQXRCDYSHL-FNOIDJSQSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'XEFQLINVKFYRCS-UHFFFAOYSA-N')"
novobiocin,ticagrelor,YJQPYGGHQPGBLI-KGSXXDOSSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
streptozotocin,ticagrelor,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,"('OEKWJQXRCDYSHL-FNOIDJSQSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
caffeine,lincomycin,RYYVLZVUVIJVGH-UHFFFAOYSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
celecoxib,lincomycin,RZEKVGVHFLEQIL-UHFFFAOYSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'RZEKVGVHFLEQIL-UHFFFAOYSA-N')"
lincomycin,linezolid,OJMMVQQUTAEWLP-KIDUDLJLSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
lincomycin,streptomycin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
cccp,lincomycin,UGTJLJZQQFGTJD-UHFFFAOYSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
erythromycin,lincomycin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
lincomycin,spectinomycin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
lincomycin,oxacillin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,UWYHMGVUTGAWSP-JKIFEVAISA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
lincomycin,metronidazole,OJMMVQQUTAEWLP-KIDUDLJLSA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
benzalkonium,lincomycin,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,lincomycin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
lincomycin,triclosan,OJMMVQQUTAEWLP-KIDUDLJLSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'XEFQLINVKFYRCS-UHFFFAOYSA-N')"
lincomycin,tedizolid,OJMMVQQUTAEWLP-KIDUDLJLSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
lincomycin,metformin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
lincomycin,tolfenamic,OJMMVQQUTAEWLP-KIDUDLJLSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')"
lincomycin,novobiocin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,lincomycin,YMDXZJFXQJVXBF-STHAYSLISA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
lincomycin,pyocyanin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cephalexin,lincomycin,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
chlorpromazine,lincomycin,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'ZPEIMTDSQAKGNT-UHFFFAOYSA-N')"
lincomycin,streptozotocin,OJMMVQQUTAEWLP-KIDUDLJLSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
imipenem,lincomycin,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('OJMMVQQUTAEWLP-KIDUDLJLSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
cefaclor,bleomycin,QYIYFLOTGYLRGG-GPCCPHFNSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
erythromycin,bleomycin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
spectinomycin,bleomycin,UNFWWIHTNXNPBV-WXKVUWSESA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
sulfamonomethoxine,bleomycin,WMPXPUYPYQKQCX-UHFFFAOYSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')"
aztreonam,bleomycin,WZPBZJONDBGPKJ-VEHQQRBSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
bleomycin,metformin,OYVAGSVQBOHSSS-WXFSZRTFSA-O,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
novobiocin,bleomycin,YJQPYGGHQPGBLI-KGSXXDOSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
bleomycin,colistin,OYVAGSVQBOHSSS-WXFSZRTFSA-O,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
pyocyanin,bleomycin,YNCMLFHHXWETLD-UHFFFAOYSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
bleomycin,streptozotocin,OYVAGSVQBOHSSS-WXFSZRTFSA-O,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
cefaclor,puromycin,QYIYFLOTGYLRGG-GPCCPHFNSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
cefaclor,caffeine,QYIYFLOTGYLRGG-GPCCPHFNSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
cefaclor,ciclopirox,QYIYFLOTGYLRGG-GPCCPHFNSA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')"
cefaclor,cefsulodin,QYIYFLOTGYLRGG-GPCCPHFNSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
cefaclor,erythromycin,QYIYFLOTGYLRGG-GPCCPHFNSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
oxacillin,cefaclor,UWYHMGVUTGAWSP-JKIFEVAISA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
polymyxin b,cefaclor,WQVJHHACXVLGBL-BPJDFBQWSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
cefaclor,aztreonam,QYIYFLOTGYLRGG-GPCCPHFNSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
cefaclor,metformin,QYIYFLOTGYLRGG-GPCCPHFNSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
novobiocin,cefaclor,YJQPYGGHQPGBLI-KGSXXDOSSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,"('QYIYFLOTGYLRGG-GPCCPHFNSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
