Drug A,Drug B,Strain,Score,Interaction Type,Method,PMID,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
linezolid,rifampicin,methicillin-resistant staphylococcus aureus 159228,1.1,Indifferent,FICI,27366751,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,methicillin-sensitive staphylococcus aureus hf008,0.56,Additivity,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,methicillin-sensitive staphylococcus aureus hf008,1.13,Indifference,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,methicillin-sensitive staphylococcus aureus hf095,0.5,Synergy,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,methicillin-sensitive staphylococcus aureus hf095,1,Additivity,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,methicillin-sensitive staphylococcus aureus hf295,1,Additivity,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,methicillin-sensitive staphylococcus aureus hf295,1.13,Indifference,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,methicillin-sensitive staphylococcus aureus hf602,0.75,Additivity,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,methicillin-sensitive staphylococcus aureus hf602,1.06,Indifference,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,methicillin-sensitive staphylococcus aureus hf946,1,Additivity,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,vancomycin,methicillin-sensitive staphylococcus aureus hf946,1.13,Indifference,FICI,17099793,TYZROVQLWOKYKF-ZDUSSCGKSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('MYPYJXKWCTUITO-LYRMYLQWSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,bacillus anthracis str. sterne,1.06,Indifferent,FICI,15793105,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,penicillin g,bacillus anthracis str. sterne,4.25,Antagonism,FICI,15793105,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,rifampicin,bacillus anthracis str. sti,0.56,Additivity,FICI,15793105,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
linezolid,penicillin g,bacillus anthracis str. sti,33,Antagonism,FICI,15793105,TYZROVQLWOKYKF-ZDUSSCGKSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
meropenem,cefmetazole,enterobacter cloacae complex hoffmann cluster iv,0.38,Synergy,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,cefmetazole,enterobacter hormaechei,0.2,Synergy,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,cefmetazole,escherichia coli tum15665,0.38,Synergy,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,cefmetazole,escherichia coli tum15671,0.53,Additivity,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,rifampicin,flavobacterium meningosepticum,1,Indifferent,FICI,9597247,DMJNNHOOLUXYBV-PQTSNVLCSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
meropenem,vancomycin,flavobacterium meningosepticum,3,Antagonism,FICI,9597247,DMJNNHOOLUXYBV-PQTSNVLCSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
meropenem,cefmetazole,klebsiella aerogenes tum15663,0.38,Synergy,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,cefmetazole,klebsiella aerogenes tum15664,0.38,Synergy,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,cefmetazole,klebsiella aerogenes tum15666,0.38,Synergy,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,cefmetazole,klebsiella pneumoniae baa-1705,0.38,Synergy,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,cefmetazole,klebsiella pneumoniae tum15667,0.53,Additivity,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,cefmetazole,klebsiella pneumoniae tum15669,0.63,Additivity,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,cefmetazole,klebsiella pneumoniae tum15670,0.75,Additivity,FICI,30835635,DMJNNHOOLUXYBV-PQTSNVLCSA-N,SNBUBQHDYVFSQF-HIFRSBDPSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'SNBUBQHDYVFSQF-HIFRSBDPSA-N')"
meropenem,tobramycin,pseudomonas aeruginosa,1,Additivity,FICI,30880231,DMJNNHOOLUXYBV-PQTSNVLCSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
meropenem,chlorhexidine,acinetobacter baumannii,0.25,Synergy,FICI,33731026,DMJNNHOOLUXYBV-PQTSNVLCSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,nan,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
minocycline,chlorhexidine,acinetobacter baumannii,0.75,Additivity,FICI,33731026,WTJXVDPDEQKTCV-VQAITOIOSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,nan,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
minocycline,nalidixic acid,acinetobacter baumannii atcc baa-1710,0.52,Indifferent,FICI,33972678,WTJXVDPDEQKTCV-VQAITOIOSA-N,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,nan,"('MHWLWQUZZRMNGJ-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
minocycline,norfloxacin,acinetobacter baumannii atcc baa-1710,0.75,Indifferent,FICI,33972678,WTJXVDPDEQKTCV-VQAITOIOSA-N,OGJPXUAPXNRGGI-UHFFFAOYSA-N,nan,"('OGJPXUAPXNRGGI-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
minocycline,ofloxacin,acinetobacter baumannii atcc baa-1710,2,Indifferent,FICI,33972678,WTJXVDPDEQKTCV-VQAITOIOSA-N,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,nan,"('GSDSWSVVBLHKDQ-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
moxifloxacin,telithromycin,bacillus anthracis str. sterne,1.48,Indifferent,FICI,15793105,FABPRXSRWADJSP-MEDUHNTESA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,nan,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'LJVAJPDWBABPEJ-PNUFFHFMSA-N')"
moxifloxacin,telithromycin,bacillus anthracis str. sti,0.96,Additivity,FICI,15793105,FABPRXSRWADJSP-MEDUHNTESA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,nan,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'LJVAJPDWBABPEJ-PNUFFHFMSA-N')"
nalidixic acid,polymyxin b,acinetobacter baumannii atcc baa-1710,1,Indifferent,FICI,33972678,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,nan,"('MHWLWQUZZRMNGJ-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
nalidixic acid,rifampicin,acinetobacter baumannii atcc baa-1710,1.5,Indifferent,FICI,33972678,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MHWLWQUZZRMNGJ-UHFFFAOYSA-N')"
nitrofurantoin,rifampicin,escherichia coli bw25113,0.92,Antagonism,Loewe,26956793,NXFQHRVNIOXGAQ-YCRREMRBSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
penicillin g,rifampicin,bacillus anthracis str. sterne,1.5,Indifferent,FICI,15793105,JGSARLDLIJGVTE-MBNYWOFBSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
penicillin g,vancomycin,bacillus anthracis str. sterne,1.06,Indifferent,FICI,15793105,JGSARLDLIJGVTE-MBNYWOFBSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
penicillin g,telithromycin,bacillus anthracis str. sterne,0.72,Additivity,FICI,15793105,JGSARLDLIJGVTE-MBNYWOFBSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'LJVAJPDWBABPEJ-PNUFFHFMSA-N')"
penicillin g,rifampicin,bacillus anthracis str. sti,9.33,Antagonism,FICI,15793105,JGSARLDLIJGVTE-MBNYWOFBSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
penicillin g,vancomycin,bacillus anthracis str. sti,34,Antagonism,FICI,15793105,JGSARLDLIJGVTE-MBNYWOFBSA-N,MYPYJXKWCTUITO-LYRMYLQWSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
penicillin g,telithromycin,bacillus anthracis str. sti,5,Antagonism,FICI,15793105,JGSARLDLIJGVTE-MBNYWOFBSA-N,LJVAJPDWBABPEJ-PNUFFHFMSA-N,nan,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'LJVAJPDWBABPEJ-PNUFFHFMSA-N')"
rifabutin,lmipenem,mycobacterium abscessus,0.38,Synergy,FICI,29866869,ATEBXHFBFRCZMA-VXTBVIBXSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,nan,"('ATEBXHFBFRCZMA-VXTBVIBXSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
rifabutin,streptomycin,haemophilus ducreyi 35000,0.92,Additivity,FICI,16046468,ATEBXHFBFRCZMA-VXTBVIBXSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,nan,"('ATEBXHFBFRCZMA-VXTBVIBXSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
rifabutin,streptomycin,haemophilus ducreyi ro34,0.92,Additivity,FICI,16046468,ATEBXHFBFRCZMA-VXTBVIBXSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,nan,"('ATEBXHFBFRCZMA-VXTBVIBXSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
rifabutin,streptomycin,haemophilus ducreyi ro40,0.67,Additivity,FICI,16046468,ATEBXHFBFRCZMA-VXTBVIBXSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,nan,"('ATEBXHFBFRCZMA-VXTBVIBXSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
streptomycin,sanguinarine,acinetobacter baumannii atcc baa747,1,Additivity,FICI,25495516,UCSJYZPVAKXKNQ-HZYVHMACSA-N,INVGWHRKADIJHF-UHFFFAOYSA-N,nan,"('INVGWHRKADIJHF-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
streptomycin,sanguinarine,acinetobacter baumannii ml301347/117,1,Additivity,FICI,25495516,UCSJYZPVAKXKNQ-HZYVHMACSA-N,INVGWHRKADIJHF-UHFFFAOYSA-N,nan,"('INVGWHRKADIJHF-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
streptomycin,sanguinarine,escherichia coli atcc25922,0.38,Synergy,FICI,25495516,UCSJYZPVAKXKNQ-HZYVHMACSA-N,INVGWHRKADIJHF-UHFFFAOYSA-N,nan,"('INVGWHRKADIJHF-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
streptomycin,sanguinarine,escherichia coli o157:h7 atcc35150,0.38,Synergy,FICI,25495516,UCSJYZPVAKXKNQ-HZYVHMACSA-N,INVGWHRKADIJHF-UHFFFAOYSA-N,nan,"('INVGWHRKADIJHF-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
streptomycin,sanguinarine,escherichia coli ul300237,0.75,Additivity,FICI,25495516,UCSJYZPVAKXKNQ-HZYVHMACSA-N,INVGWHRKADIJHF-UHFFFAOYSA-N,nan,"('INVGWHRKADIJHF-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
streptomycin,sanguinarine,klebsiella pneumoniae bl300279,0.75,Additivity,FICI,25495516,UCSJYZPVAKXKNQ-HZYVHMACSA-N,INVGWHRKADIJHF-UHFFFAOYSA-N,nan,"('INVGWHRKADIJHF-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
streptomycin,sanguinarine,klebsiella pneumoniae ml300339,0.75,Additivity,FICI,25495516,UCSJYZPVAKXKNQ-HZYVHMACSA-N,INVGWHRKADIJHF-UHFFFAOYSA-N,nan,"('INVGWHRKADIJHF-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
streptomycin,sanguinarine,pseudomonas aeruginosa al213370,1,Additivity,FICI,25495516,UCSJYZPVAKXKNQ-HZYVHMACSA-N,INVGWHRKADIJHF-UHFFFAOYSA-N,nan,"('INVGWHRKADIJHF-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
telithromycin,amoxycillin,bacillus anthracis str. sterne,0.48,Synergy,FICI,15793105,LJVAJPDWBABPEJ-PNUFFHFMSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
telithromycin,amoxycillin,bacillus anthracis str. sti,0.75,Additivity,FICI,15793105,LJVAJPDWBABPEJ-PNUFFHFMSA-N,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,nan,"('LJVAJPDWBABPEJ-PNUFFHFMSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
telithromycin,rifampicin,bacillus anthracis str. sterne,0.75,Additivity,FICI,15793105,LJVAJPDWBABPEJ-PNUFFHFMSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'LJVAJPDWBABPEJ-PNUFFHFMSA-N')"
telithromycin,rifampicin,bacillus anthracis str. sti,0.72,Additivity,FICI,15793105,LJVAJPDWBABPEJ-PNUFFHFMSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'LJVAJPDWBABPEJ-PNUFFHFMSA-N')"
trimethoprim,rifampicin,escherichia coli bw25113,-0.97,Synergy,Loewe,26956793,IEDVJHCEMCRBQM-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
vancomycin,rifampicin,enterococcus faecalis atcc29212,0.62,Additivity,FICI,28235571,MYPYJXKWCTUITO-LYRMYLQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
vancomycin,rifampicin,enterococcus faecalis atcc51299,0.37,Synergy,FICI,28235571,MYPYJXKWCTUITO-LYRMYLQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
vancomycin,rifampicin,enterococcus faecalis atcc51559,0.75,Additivity,FICI,28235571,MYPYJXKWCTUITO-LYRMYLQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
vancomycin,rifampicin,enterococcus faecalis e019,1,Additivity,FICI,28235571,MYPYJXKWCTUITO-LYRMYLQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
vancomycin,rifampicin,enterococcus faecalis e039,0.37,Additivity,FICI,28235571,MYPYJXKWCTUITO-LYRMYLQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
vancomycin,rifampicin,enterococcus faecalis e045,0.75,Additivity,FICI,28235571,MYPYJXKWCTUITO-LYRMYLQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
vancomycin,rifampicin,enterococcus faecalis uw6940,1,Additivity,FICI,28235571,MYPYJXKWCTUITO-LYRMYLQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
vancomycin,rifampicin,flavobacterium meningosepticum,0.39,Synergy,FICI,9597247,MYPYJXKWCTUITO-LYRMYLQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,nan,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
vancomycin,rifampicin,escherichia coli bw25113,-0.02,Additivity,Loewe,26956793,MYPYJXKWCTUITO-LYRMYLQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYPYJXKWCTUITO-LYRMYLQWSA-N')"
chlorhexidine,lmipenem,acinetobacter baumannii,0.63,Additivity,FICI,33731026,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,nan,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
